CCI Price Index-CCI 5500/CCI 5000/CCI 3800,,,,,,,,,,,,,,,,,,,,
Name,CCI 5500,CCI 5500,CCI 5500,CCI 5500,CCI 5000,CCI 5000,CCI 5000,CCI 5000,CCI 3800 Import,CCI 3800 Import,CCI 3800 Import,CCI 3800 Import,CCI 4700 Import,CCI 4700 Import,CCI 4700 Import,CCI 4700 Import,CCI Shanxi Low-sulphur,CCI Shanxi Low-sulphur,CCI Changzhi PCI,CCI Changzhi PCI
Coal Quality,"Qnar (Kcal/Kg):5500, Ad/%:18, Vdaf(Vad)/%:28, St,d/%:0.8, G:, Size/mm:, CSR:, Mt/%:10, M10/%:, M40/%:","Qnar (Kcal/Kg):5500, Ad/%:18, Vdaf(Vad)/%:28, St,d/%:0.8, G:, Size/mm:, CSR:, Mt/%:10, M10/%:, M40/%:","Qnar (Kcal/Kg):5500, Ad/%:18, Vdaf(Vad)/%:28, St,d/%:0.8, G:, Size/mm:, CSR:, Mt/%:10, M10/%:, M40/%:","Qnar (Kcal/Kg):5500, Ad/%:18, Vdaf(Vad)/%:28, St,d/%:0.8, G:, Size/mm:, CSR:, Mt/%:10, M10/%:, M40/%:","Qnar (Kcal/Kg):5000, Ad/%:18, Vdaf(Vad)/%:28, St,d/%:0.8, G:, Size/mm:, CSR:, Mt/%:10, M10/%:, M40/%:","Qnar (Kcal/Kg):5000, Ad/%:18, Vdaf(Vad)/%:28, St,d/%:0.8, G:, Size/mm:, CSR:, Mt/%:10, M10/%:, M40/%:","Qnar (Kcal/Kg):5000, Ad/%:18, Vdaf(Vad)/%:28, St,d/%:0.8, G:, Size/mm:, CSR:, Mt/%:10, M10/%:, M40/%:","Qnar (Kcal/Kg):5000, Ad/%:18, Vdaf(Vad)/%:28, St,d/%:0.8, G:, Size/mm:, CSR:, Mt/%:10, M10/%:, M40/%:","Qnar (Kcal/Kg):3800, Ad/%:7, Vdaf(Vad)/%:40, St,d/%:0.5, G:, Size/mm:, CSR:, Mt/%:35, M10/%:, M40/%:","Qnar (Kcal/Kg):3800, Ad/%:7, Vdaf(Vad)/%:40, St,d/%:0.5, G:, Size/mm:, CSR:, Mt/%:35, M10/%:, M40/%:","Qnar (Kcal/Kg):3800, Ad/%:7, Vdaf(Vad)/%:40, St,d/%:0.5, G:, Size/mm:, CSR:, Mt/%:35, M10/%:, M40/%:","Qnar (Kcal/Kg):3800, Ad/%:7, Vdaf(Vad)/%:40, St,d/%:0.5, G:, Size/mm:, CSR:, Mt/%:35, M10/%:, M40/%:","Qnar (Kcal/Kg):4700, Ad/%:10, Vdaf(Vad)/%:35, St,d/%:0.7, G:, Size/mm:, CSR:, Mt/%:26, M10/%:, M40/%:","Qnar (Kcal/Kg):4700, Ad/%:10, Vdaf(Vad)/%:35, St,d/%:0.7, G:, Size/mm:, CSR:, Mt/%:26, M10/%:, M40/%:","Qnar (Kcal/Kg):4700, Ad/%:10, Vdaf(Vad)/%:35, St,d/%:0.7, G:, Size/mm:, CSR:, Mt/%:26, M10/%:, M40/%:","Qnar (Kcal/Kg):4700, Ad/%:10, Vdaf(Vad)/%:35, St,d/%:0.7, G:, Size/mm:, CSR:, Mt/%:26, M10/%:, M40/%:","Qnar (Kcal/Kg):, Ad/%:10, Vdaf(Vad)/%:22, St,d/%:0.7, G:85, Size/mm:, CSR:65, Mt/%:8, M10/%:, M40/%:","Qnar (Kcal/Kg):, Ad/%:10, Vdaf(Vad)/%:22, St,d/%:0.7, G:85, Size/mm:, CSR:65, Mt/%:8, M10/%:, M40/%:","Qnar (Kcal/Kg):7000, Ad/%:11.5, Vdaf(Vad)/%:12, St,d/%:0.5, G:, Size/mm:, CSR:, Mt/%:8, M10/%:, M40/%:","Qnar (Kcal/Kg):7000, Ad/%:11.5, Vdaf(Vad)/%:12, St,d/%:0.5, G:, Size/mm:, CSR:, Mt/%:8, M10/%:, M40/%:"
Price Type,FOB with VAT,FOB with VAT,FOB with VAT,FOB with VAT,FOB with VAT,FOB with VAT,FOB with VAT,FOB with VAT,CFR,CFR,CFR,CFR,CFR,CFR,CFR,CFR,Ex-plant with VAT,Ex-plant with VAT,Ex-plant with VAT,Ex-plant with VAT
Frequency,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily
Quota,RMB,USD,RMB Chg,USD Chg,RMB,USD,RMB Chg,USD Chg,RMB,USD,RMB Chg,USD Chg,RMB,USD,RMB Chg,USD Chg,RMB,RMB Chg,RMB,RMB Chg
Unit,Yuan/t,US$/t,Yuan/t,US$/t,Yuan/t,US$/t,Yuan/t,US$/t,Yuan/t,US$/t,Yuan/t,US$/t,Yuan/t,US$/t,Yuan/t,US$/t,Yuan/t,Yuan/t,Yuan/t,Yuan/t
Source,sxcoal.com,sxcoal.com,sxcoal.com,sxcoal.com,sxcoal.com,sxcoal.com,sxcoal.com,sxcoal.com,sxcoal.com,sxcoal.com,sxcoal.com,sxcoal.com,sxcoal.com,sxcoal.com,sxcoal.com,sxcoal.com,sxcoal.com,sxcoal.com,sxcoal.com,sxcoal.com
2025-07-04,621,86.85,1,0.14,553,77.34,1,0.14,395.12,48.7,0,0,511.14,63,0,0,1144,0,795,0
2025-07-03,620,86.71,0,0.12,552,77.2,0,0.11,395.12,48.7,-0.55,0,511.14,63,-0.72,0,1144,0,795,0
2025-07-02,620,86.59,0,-0.12,552,77.09,1,0.03,395.67,48.7,2.17,0.2,511.86,63,2.34,0.2,1144,0,795,0
2025-07-01,620,86.71,0,0,551,77.06,1,0.14,393.5,48.5,0,0,509.52,62.8,0,0,1144,0,795,0
2025-06-30,620,86.71,1,0.26,550,76.92,1,0.24,393.5,48.5,1.89,0.3,509.52,62.8,1.73,0.3,1144,0,795,0
2025-06-27,619,86.45,1,0.14,549,76.68,1,0.14,391.61,48.2,0,0,507.79,62.5,0,0,1144,0,795,0
2025-06-26,618,86.31,1,0.14,548,76.54,2,0.28,391.61,48.2,0,0,507.79,62.5,0,0,1144,0,795,25
2025-06-25,617,86.17,1,0.26,546,76.26,2,0.39,391.61,48.2,1.08,0.2,507.79,62.5,-0.71,0,1144,0,770,0
2025-06-24,616,85.91,1,0.14,544,75.87,2,0.28,390.53,48,1.63,0.2,508.5,62.5,0,0,1144,0,770,0
2025-06-23,615,85.77,0,0,542,75.59,2,0.28,388.9,47.8,0,0,508.5,62.5,0,0,1144,0,770,0
2025-06-20,615,85.77,0,0.12,540,75.31,2,0.38,388.9,47.8,1.9,0.3,508.5,62.5,-0.71,0,1144,0,770,0
2025-06-19,615,85.65,0,-0.12,538,74.93,1,0.03,387,47.5,0.54,0,509.21,62.5,0.71,0,1144,0,770,0
2025-06-18,615,85.77,0,0,537,74.9,1,0.14,386.46,47.5,0,0,508.5,62.5,0,0,1144,0,770,0
2025-06-17,615,85.77,0,0,536,74.76,0,0,386.46,47.5,-2.44,-0.3,508.5,62.5,-4.07,-0.5,1144,0,770,0
2025-06-16,615,85.77,0,0,536,74.76,0,0,388.9,47.8,-1.63,-0.2,512.57,63,0,0,1144,0,770,0
2025-06-13,615,85.77,0,0,536,74.76,0,0,390.53,48,-1.63,-0.2,512.57,63,-1.63,-0.2,1144,0,770,0
2025-06-12,615,85.77,-1,-0.14,536,74.76,0,0,392.16,48.2,0,0,514.2,63.2,0,0,1144,0,770,0
2025-06-11,616,85.91,0,0,536,74.76,0,0,392.16,48.2,-2.44,-0.3,514.2,63.2,-2.44,-0.3,1144,0,770,0
2025-06-10,616,85.91,0,0,536,74.76,0,0,394.6,48.5,0,0,516.64,63.5,0,0,1144,-26,770,0
2025-06-09,616,85.91,0,0,536,74.76,0,0,394.6,48.5,-4.06,-0.5,516.64,63.5,0,0,1170,0,770,0
2025-06-06,616,85.91,0,0,536,74.76,0,0,398.66,49,0,0,516.64,63.5,0,0,1170,0,770,0
2025-06-05,616,85.91,0,0.12,536,74.76,0,0.11,398.66,49,-8.71,-1,516.64,63.5,-4.79,-0.5,1170,0,770,0
2025-06-04,616,85.79,-1,-0.14,536,74.65,0,0,407.37,50,-6.51,-0.8,521.43,64,0,0,1170,0,770,-30
2025-06-03,617,85.93,-1,-0.14,536,74.65,0,0,413.88,50.8,-8.15,-1,521.43,64,-4.07,-0.5,1170,-1,800,0
2025-05-30,618,86.07,0,0,536,74.65,0,0,422.03,51.8,0,0,525.5,64.5,0,0,1171,-31,800,0
2025-05-29,618,86.07,0,0,536,74.65,0,0,422.03,51.8,-1.63,-0.2,525.5,64.5,-1.63,-0.2,1202,0,800,0
2025-05-28,618,86.07,0,0,536,74.65,0,0,423.66,52,-4.07,-0.5,527.13,64.7,-4.07,-0.5,1202,0,800,0
2025-05-27,618,86.07,0,-0.12,536,74.65,0,-0.11,427.73,52.5,0.59,0,531.2,65.2,0.73,0,1202,0,800,0
2025-05-26,618,86.19,0,0.12,536,74.76,0,0.11,427.14,52.5,-0.59,0,530.47,65.2,-0.73,0,1202,-3,800,-20
2025-05-23,618,86.07,0,0.12,536,74.65,0,0.1,427.73,52.5,-0.6,0,531.2,65.2,-0.74,0,1205,0,820,0
2025-05-22,618,85.95,0,0,536,74.55,-1,-0.14,428.33,52.5,0,0,531.94,65.2,0,0,1205,0,820,-10
2025-05-21,618,85.95,0,0.24,537,74.69,0,0.21,428.33,52.5,-1.18,0,531.94,65.2,-1.47,0,1205,-20,830,0
2025-05-20,618,85.71,-2,-0.4,537,74.48,-2,-0.38,429.51,52.5,-3.49,-0.5,533.41,65.2,-3.35,-0.5,1225,-5,830,0
2025-05-19,620,86.11,-3,-0.54,539,74.86,-4,-0.66,433,53,-3.49,-0.5,536.76,65.7,-3.34,-0.5,1230,0,830,0
2025-05-16,623,86.65,-4,-0.43,543,75.52,-3,-0.31,436.49,53.5,-0.6,0,540.1,66.2,-3.2,-0.3,1230,0,830,0
2025-05-15,627,87.08,-3,-0.54,546,75.83,-3,-0.53,437.09,53.5,-3.47,-0.5,543.3,66.5,-3.33,-0.5,1230,0,830,0
2025-05-14,630,87.62,-2,-0.28,549,76.36,-3,-0.41,440.56,54,0,0,546.63,67,-1.63,-0.2,1230,-20,830,0
2025-05-13,632,87.9,-3,-0.29,552,76.77,-3,-0.31,440.56,54,-0.61,0,548.26,67.2,-3.21,-0.3,1250,0,830,-5
2025-05-12,635,88.19,-5,-0.33,555,77.08,-5,-0.38,441.17,54,-1.84,0,551.47,67.5,-10.49,-1,1250,-4,835,0
2025-05-09,640,88.52,-5,-0.82,560,77.46,-5,-0.79,443.01,54,0.61,0,561.96,68.5,-11.52,-1.5,1254,-17,835,0
2025-05-08,645,89.34,-5,-0.81,565,78.25,-5,-0.81,442.4,54,-5.93,-0.8,573.48,70,-7.39,-1,1271,0,835,0
2025-05-07,650,90.15,-5,-0.82,570,79.06,-5,-0.8,448.33,54.8,-1.01,-0.2,580.87,71,-3.28,-0.5,1271,0,835,0
2025-05-06,655,90.97,-2,0.35,575,79.86,-3,0.14,449.34,55,-3.11,0,584.15,71.5,-8.15,-0.5,1271,-6,835,0
2025-04-30,657,90.62,-2,-0.28,578,79.72,-2,-0.28,452.45,55,-4.12,-0.5,592.3,72,-12.34,-1.5,1277,0,835,0
2025-04-29,659,90.9,-1,0.37,580,80,-3,0.03,456.57,55.5,-2.5,0,604.64,73.5,-3.32,0,1277,0,835,0
2025-04-28,660,90.53,-1,-0.39,583,79.97,-2,-0.5,459.07,55.5,1.25,0,607.96,73.5,1.66,0,1277,0,835,0
2025-04-27,661,90.92,-1,-0.14,585,80.47,-1,-0.14,457.82,55.5,0,0,606.3,73.5,0,0,1277,0,835,0
2025-04-25,662,91.06,-2,-0.15,586,80.61,-3,-0.3,457.82,55.5,1.03,0.2,606.3,73.5,0.82,0.2,1277,0,835,0
2025-04-24,664,91.21,-1,-0.14,589,80.91,-2,-0.27,456.79,55.3,0,0,605.48,73.3,0,0,1277,-18,835,-10
2025-04-23,665,91.35,-2,-0.02,591,81.18,-2,-0.05,456.79,55.3,-1.25,0,605.48,73.3,-1.66,0,1295,0,845,0
2025-04-22,667,91.37,-1,-0.39,593,81.23,-1,-0.36,458.04,55.3,1.25,0,607.14,73.3,1.66,0,1295,0,845,0
2025-04-21,668,91.76,-2,-0.15,594,81.59,-2,-0.17,456.79,55.3,-4.77,-0.5,605.48,73.3,-6.62,-0.7,1295,0,845,-5
2025-04-18,670,91.91,-1,-0.13,596,81.76,0,0,461.56,55.8,0,0,612.1,74,-4.13,-0.5,1295,0,850,0
2025-04-17,671,92.04,0,0.25,596,81.76,-1,0.09,461.56,55.8,-1.26,0,616.23,74.5,-5.84,-0.5,1295,0,850,0
2025-04-16,671,91.79,-1,-0.26,597,81.67,0,-0.11,462.82,55.8,0.63,0,622.07,75,-2.46,-0.4,1295,0,850,0
2025-04-15,672,92.05,0,-0.13,597,81.78,0,-0.11,462.19,55.8,0.63,0,624.53,75.4,0.85,0,1295,0,850,0
2025-04-14,672,92.18,0,0.25,597,81.89,0,0.22,461.56,55.8,-1.26,0,623.68,75.4,-1.7,0,1295,0,850,0
2025-04-11,672,91.93,0,0.25,597,81.67,0,0.22,462.82,55.8,-2.92,-0.2,625.38,75.4,-3.37,-0.2,1295,0,850,0
2025-04-10,672,91.68,0,0.13,597,81.45,0,0.11,465.74,56,-2.3,-0.2,628.75,75.6,-2.52,-0.2,1295,0,850,0
2025-04-09,672,91.55,0,-0.25,597,81.34,0,-0.22,468.04,56.2,-1.22,-0.3,631.27,75.8,0.05,-0.2,1295,18,850,0
2025-04-08,672,91.8,0,-0.25,597,81.56,0,-0.22,469.26,56.5,-1.21,-0.3,631.22,76,1.72,0,1277,6,850,0
2025-04-07,672,92.05,0,-0.13,597,81.78,0,-0.11,470.47,56.8,0.64,0,629.5,76,0.86,0,1271,4,850,0
2025-04-03,672,92.18,0,-0.38,597,81.89,0,-0.34,469.83,56.8,0.28,-0.2,628.64,76,-1.54,-0.5,1267,0,850,0
2025-04-02,672,92.56,0,0,597,82.23,0,0,469.55,57,0,0,630.18,76.5,0,0,1267,6,850,0
2025-04-01,672,92.56,0,-0.26,597,82.23,0,-0.23,469.55,57,1.29,0,630.18,76.5,-2.38,-0.5,1261,0,850,0
2025-03-31,672,92.82,0,0.13,597,82.46,1,0.25,468.26,57,-0.64,0,632.56,77,-9.1,-1,1261,6,850,0
2025-03-28,672,92.69,0,0,596,82.21,2,0.28,468.9,57,0,0,641.66,78,-8.23,-1,1255,0,850,0
2025-03-27,672,92.69,-2,-0.28,594,81.93,0,0,468.9,57,0,0,649.89,79,0,0,1255,0,850,0
2025-03-26,674,92.97,0,0,594,81.93,0,0,468.9,57,0,0,649.89,79,0,0,1255,0,850,0
2025-03-25,674,92.97,-2,-0.4,594,81.93,-1,-0.25,468.9,57,-0.18,-0.1,649.89,79,-0.75,-0.2,1255,0,850,0
2025-03-24,676,93.37,-2,-0.28,595,82.18,-1,-0.14,469.08,57.1,-1.65,-0.2,650.64,79.2,-1.64,-0.2,1255,4,850,-10
2025-03-21,678,93.65,-2,-0.4,596,82.32,-2,-0.39,470.73,57.3,-3.45,-0.5,652.28,79.4,-2.38,-0.4,1251,0,860,0
2025-03-20,680,94.05,-2,-0.41,598,82.71,-2,-0.39,474.18,57.8,0.65,0,654.66,79.8,0.9,0,1251,0,860,0
2025-03-19,682,94.46,-3,-0.55,600,83.1,-2,-0.4,473.53,57.8,0.66,0,653.76,79.8,0.9,0,1251,0,860,0
2025-03-18,685,95.01,-2,-0.01,602,83.5,-2,-0.04,472.87,57.8,-1.31,0,652.86,79.8,-1.8,0,1251,0,860,-10
2025-03-17,687,95.02,-1,-0.27,604,83.54,-1,-0.26,474.18,57.8,0.65,0,654.66,79.8,0.9,0,1251,-4,870,0
2025-03-14,688,95.29,-2,-0.15,605,83.8,-2,-0.16,473.53,57.8,-0.65,0,653.76,79.8,-0.9,0,1255,0,870,0
2025-03-13,690,95.44,-3,-0.41,607,83.96,0,0,474.18,57.8,2.46,0.3,654.66,79.8,2.46,0.3,1255,0,870,0
2025-03-12,693,95.85,0,-0.13,607,83.96,0,-0.11,471.72,57.5,0.65,0,652.2,79.5,0.9,0,1255,-11,870,0
2025-03-11,693,95.98,0,0.39,607,84.07,0,0.35,471.07,57.5,-1.95,0,651.3,79.5,-2.7,0,1266,-5,870,0
2025-03-10,693,95.59,2,-0.12,607,83.72,2,-0.08,473.02,57.5,1.95,0,654,79.5,2.7,0,1271,0,870,0
2025-03-07,691,95.71,2,0.41,605,83.8,2,0.4,471.07,57.5,1.81,0.3,651.3,79.5,1.56,0.3,1271,0,870,-20
2025-03-06,689,95.3,0,0.13,603,83.4,3,0.53,469.26,57.2,-0.64,0,649.74,79.2,-0.9,0,1271,-6,890,0
2025-03-05,689,95.17,-3,-0.02,600,82.87,0,0.34,469.9,57.2,-1.94,0,650.64,79.2,-2.68,0,1277,0,890,0
2025-03-04,692,95.19,-3,-0.28,600,82.53,-2,-0.16,471.84,57.2,-0.65,0,653.32,79.2,-0.9,0,1277,-18,890,-5
2025-03-03,695,95.47,-4,-0.68,602,82.69,-4,-0.67,472.49,57.2,0.65,0,654.22,79.2,0.9,0,1295,0,895,-5
2025-02-28,699,96.15,-4,-0.68,606,83.36,-6,-0.94,471.84,57.2,0.64,0,653.32,79.2,0.89,0,1295,0,900,0
2025-02-27,703,96.83,-6,-1.1,612,84.3,-6,-1.06,471.2,57.2,1.3,0,652.43,79.2,1.79,0,1295,-6,900,0
2025-02-26,709,97.93,-8,-0.97,618,85.36,-7,-0.85,469.9,57.2,-0.65,0,650.64,79.2,-0.89,0,1301,-8,900,0
2025-02-25,717,98.9,-4,-0.82,625,86.21,-5,-0.93,470.55,57.2,1.29,0,651.53,79.2,1.79,0,1309,0,900,-10
2025-02-24,721,99.72,-7,-0.83,630,87.14,-6,-0.71,469.26,57.2,1,0.2,649.74,79.2,-0.9,0,1309,0,910,0
2025-02-21,728,100.55,-4,-0.42,636,87.85,-5,-0.56,468.26,57,1,0.2,650.64,79.2,0.75,0.2,1309,0,910,0
2025-02-20,732,100.97,-3,-0.13,641,88.41,-5,-0.45,467.26,56.8,2.02,0.4,649.89,79,-0.13,0.2,1309,-29,910,0
2025-02-19,735,101.1,-5,-0.69,646,88.86,-5,-0.69,465.24,56.4,3.3,0.4,650.02,78.8,0.82,0.1,1338,0,910,0
2025-02-18,740,101.79,-5,-0.97,651,89.55,-5,-0.93,461.94,56,2.91,0.2,649.2,78.7,3.43,0.2,1338,-17,910,-30
2025-02-17,745,102.76,-3,-0.41,656,90.48,-3,-0.42,459.03,55.8,0,0,645.77,78.5,0,0,1355,-18,940,0
2025-02-14,748,103.17,-2,0.15,659,90.9,-2,0.1,459.03,55.8,-0.24,0.2,645.77,78.5,-1.01,0.2,1373,0,940,0
2025-02-13,750,103.02,-3,-0.13,661,90.8,-3,-0.16,459.27,55.6,1.23,0.3,646.78,78.3,2.37,0.5,1373,0,940,0
2025-02-12,753,103.15,-2,-0.27,664,90.96,-1,-0.14,458.04,55.3,2.48,0.3,644.41,77.8,0,0,1373,0,940,0
2025-02-11,755,103.42,-3,-0.42,665,91.1,-3,-0.41,455.56,55,4.14,0.5,644.41,77.8,0,0,1373,0,940,0
2025-02-10,758,103.84,-2,-0.56,668,91.51,-2,-0.52,451.42,54.5,1.23,0,644.41,77.8,1.76,0,1373,0,940,0
2025-02-08,760,104.4,-1,-0.13,670,92.03,-1,-0.14,450.19,54.5,0,0,642.65,77.8,0,0,1373,0,940,0
2025-02-07,761,104.53,0,0,671,92.17,0,0,450.19,54.5,0,0,642.65,77.8,0,0,1373,0,940,-20
2025-02-06,761,104.53,0,-0.29,671,92.17,0,-0.25,450.19,54.5,1.24,0,642.65,77.8,1.76,0,1373,-6,960,-10
2025-02-05,761,104.82,0,-0.15,671,92.42,0,-0.13,448.95,54.5,0.61,0,640.89,77.8,0.88,0,1379,0,970,0
2025-01-27,761,104.97,0,-0.14,671,92.55,0,-0.13,448.34,54.5,0.62,0,640.01,77.8,0.88,0,1379,0,970,0
2025-01-26,761,105.11,0,0,671,92.68,0,0,447.72,54.5,0,0,639.13,77.8,0,0,1379,0,970,0
2025-01-24,761,105.11,0,0.43,671,92.68,0,0.38,447.72,54.5,-1.85,0,639.13,77.8,-2.64,0,1379,0,970,0
2025-01-23,761,104.68,0,0,671,92.3,0,0,449.57,54.5,0,0,641.77,77.8,0,0,1379,-10,970,0
2025-01-22,761,104.68,0,0,671,92.3,0,0,449.57,54.5,0,0,641.77,77.8,0,0,1389,0,970,0
2025-01-21,761,104.68,-1,0.3,671,92.3,0,0.38,449.57,54.5,-5.99,-0.5,641.77,77.8,-2.64,0,1389,0,970,0
2025-01-20,762,104.38,-3,-0.13,671,91.92,-2,-0.02,455.56,55,-1.24,0,644.41,77.8,-1.76,0,1389,0,970,0
2025-01-17,765,104.51,-2,-0.27,673,91.94,-2,-0.27,456.8,55,-2.49,-0.3,646.17,77.8,0,0,1389,0,970,-5
2025-01-16,767,104.78,-1,-0.14,675,92.21,-2,-0.28,459.29,55.3,-0.83,-0.1,646.17,77.8,0,0,1389,0,975,0
2025-01-15,768,104.92,-2,-0.27,677,92.49,-2,-0.27,460.12,55.4,-0.84,-0.1,646.17,77.8,-1.66,-0.2,1389,0,975,0
2025-01-14,770,105.19,-2,-0.27,679,92.76,-2,-0.27,460.96,55.5,0,0,647.83,78,0,0,1389,0,975,0
2025-01-13,772,105.46,0,0,681,93.03,0,0,460.96,55.5,-1.66,-0.2,647.83,78,0,0,1389,-12,975,-20
2025-01-10,772,105.46,0,0,681,93.03,0,0,462.62,55.7,-2.49,-0.3,647.83,78,-4.15,-0.5,1401,0,995,0
2025-01-09,772,105.46,0,0,681,93.03,0,0,465.11,56,0,0,651.98,78.5,0,0,1401,0,995,0
2025-01-08,772,105.46,0,0,681,93.03,1,0.13,465.11,56,0,0,651.98,78.5,0,0,1401,0,995,0
2025-01-07,772,105.46,1,0.13,680,92.9,2,0.28,465.11,56,0,0,651.98,78.5,0,0,1401,0,995,25
2025-01-06,771,105.33,1,-0.15,678,92.62,2,0.02,465.11,56,1.27,0,651.98,78.5,1.77,0,1401,-6,970,0
2025-01-03,770,105.48,0,-0.14,676,92.6,2,0.14,463.84,56,0.63,0,650.21,78.5,0.89,0,1407,0,970,0
2025-01-02,770,105.62,2,0.27,674,92.46,3,0.42,463.21,56,0,0,649.32,78.5,0,0,1407,0,970,0
2024-12-31,768,105.35,1,0.14,671,92.04,2,0.27,463.21,56,0,0,649.32,78.5,0,0,1407,-12,970,0
2024-12-30,767,105.21,2,0.27,669,91.77,2,0.27,463.21,56,0,0,649.32,78.5,0,0,1419,-6,970,0
2024-12-27,765,104.94,0,0,667,91.5,1,0.14,463.21,56,0,0,649.32,78.5,0,0,1425,0,970,0
2024-12-26,765,104.94,0,0,666,91.36,1,0.14,463.21,56,-8.27,-1,649.32,78.5,-4.14,-0.5,1425,-30,970,-30
2024-12-25,765,104.94,-2,-0.27,665,91.22,-1,-0.14,471.48,57,-8.27,-1,653.46,79,-8.27,-1,1455,0,1000,0
2024-12-24,767,105.21,-3,-0.41,666,91.36,-3,-0.41,479.75,58,0,0,661.73,80,0,0,1455,-27,1000,0
2024-12-23,770,105.62,-6,-0.83,669,91.77,-6,-0.82,479.75,58,0,0,661.73,80,0,0,1482,-36,1000,0
2024-12-20,776,106.45,-4,-0.55,675,92.59,-4,-0.55,479.75,58,0,0,661.73,80,0,0,1518,0,1000,0
2024-12-19,780,107,-5,-0.98,679,93.14,-5,-0.95,479.75,58,1.31,0,661.73,80,1.81,0,1518,-22,1000,0
2024-12-18,785,107.98,-5,-0.69,684,94.09,-5,-0.68,478.44,58,-6.6,-0.8,659.92,80,-4.12,-0.5,1540,0,1000,0
2024-12-17,790,108.67,-5,-0.68,689,94.77,-4,-0.55,485.04,58.8,0,0,664.04,80.5,0,0,1540,0,1000,0
2024-12-16,795,109.35,-4,-0.55,693,95.32,-4,-0.55,485.04,58.8,0,0,664.04,80.5,0,0,1540,0,1000,0
2024-12-13,799,109.9,-4,-0.86,697,95.87,-4,-0.82,485.04,58.8,-0.32,-0.2,664.04,80.5,-2.3,-0.5,1540,0,1000,0
2024-12-12,803,110.76,-4,-0.55,701,96.69,-4,-0.55,485.36,59,-4.11,-0.5,666.34,81,-4.11,-0.5,1540,0,1000,0
2024-12-11,807,111.31,-3,-0.57,705,97.24,-4,-0.69,489.47,59.5,0.67,0,670.45,81.5,0.92,0,1540,0,1000,0
2024-12-10,810,111.88,-3,-0.1,709,97.93,-3,-0.14,488.8,59.5,-1.34,0,669.53,81.5,-1.84,0,1540,-8,1000,0
2024-12-09,813,111.98,-5,-0.85,712,98.07,-4,-0.69,490.14,59.5,0.67,0,671.37,81.5,0.92,0,1548,0,1000,0
2024-12-06,818,112.83,-1,-0.14,716,98.76,-2,-0.27,489.47,59.5,-1.65,-0.2,670.45,81.5,-1.65,-0.2,1548,0,1000,0
2024-12-05,819,112.97,-1,0.02,718,99.03,-2,-0.14,491.12,59.7,-3.14,-0.3,672.1,81.7,-3.39,-0.3,1548,0,1000,0
2024-12-04,820,112.95,-2,-0.12,720,99.17,-2,-0.14,494.26,60,-4.8,-0.5,675.49,82,-5.05,-0.5,1548,0,1000,0
2024-12-03,822,113.07,-2,-0.43,722,99.31,-2,-0.41,499.06,60.5,-3.44,-0.5,680.54,82.5,-3.19,-0.5,1548,0,1000,0
2024-12-02,824,113.5,-1,-0.77,724,99.72,-1,-0.7,502.5,61,2.76,0,683.73,83,3.75,0,1548,-9,1000,0
2024-11-29,825,114.27,-2,0.04,725,100.42,-1,0.14,499.74,61,-4.67,-0.4,679.98,83,-6.8,-0.6,1557,0,1000,0
2024-11-28,827,114.23,-1,-0.13,726,100.28,-1,-0.13,504.41,61.4,-3.28,-0.4,686.78,83.6,-3.92,-0.4,1557,0,1000,-30
2024-11-27,828,114.36,-1,0.02,727,100.41,-1,0,507.69,61.8,-0.7,0,690.7,84,-0.32,0,1557,0,1030,0
2024-11-26,829,114.34,-1,-0.46,728,100.41,-1,-0.42,508.39,61.8,-0.25,-0.2,691.02,84,1.08,-0.1,1557,0,1030,0
2024-11-25,830,114.8,-2,-0.28,729,100.83,-1,-0.14,508.64,62,-3.28,-0.4,689.94,84.1,-2.46,-0.3,1557,0,1030,0
2024-11-22,832,115.08,-3,-0.41,730,100.97,-4,-0.55,511.92,62.4,0,0,692.4,84.4,0,0,1557,0,1030,0
2024-11-21,835,115.49,-3,-0.42,734,101.52,-2,-0.28,511.92,62.4,-1.64,-0.2,692.4,84.4,-1.64,-0.2,1557,0,1030,-30
2024-11-20,838,115.91,-3,-0.41,736,101.8,-4,-0.55,513.56,62.6,0,0,694.04,84.6,0,0,1557,-12,1060,0
2024-11-19,841,116.32,-3,-0.42,740,102.35,-3,-0.42,513.56,62.6,0,0,694.04,84.6,0,0,1569,-5,1060,0
2024-11-18,844,116.74,-1,-0.3,743,102.77,-1,-0.28,513.56,62.6,0.71,0,694.04,84.6,0.95,0,1574,-32,1060,0
2024-11-15,845,117.04,-3,-0.25,744,103.05,-3,-0.27,512.85,62.6,1.75,0.3,693.09,84.6,1.51,0.3,1606,0,1060,-20
2024-11-14,848,117.29,-2,-0.6,747,103.32,-3,-0.7,511.1,62.3,1.41,0,691.58,84.3,1.9,0,1606,0,1080,0
2024-11-13,850,117.89,-1,0.02,750,104.02,-1,0,509.69,62.3,2.57,0.4,689.68,84.3,1.51,0.3,1606,0,1080,0
2024-11-12,851,117.87,-1,-0.79,751,104.02,-1,-0.72,507.12,61.9,2.8,0,688.17,84,3.8,0,1606,0,1080,0
2024-11-11,852,118.66,-1,-0.64,752,104.74,-1,-0.57,504.32,61.9,2.1,0,684.37,84,2.84,0,1606,-19,1080,-10
